Y;X;tourism;information;name;hiking;ele;direction_east:1;direction_north:1;direction_south:1;website;board_type;direction_west:1;direction_south:2;direction_east:2;fireplace;addr:street;direction_west:2;direction_north:2;addr:housenumber;addr:postcode;direction_south:3;phone;addr:city;direction_east:3;operator;direction_southwest:1;map_type;amenity;direction_northeast:1;map_size;description;direction_southeast:1;direction_southwest:2;direction_north:3;direction_west:3;direction_northwest:1;wheelchair;wikidata;direction_southeast:2;name:fr;direction_northeast:2;name:de;opening_hours;artwork_type;mtb;direction_northwest:2;direction_south:4;direction_east:4;direction_southeast:3;direction_southwest:3;addr:country;ref;internet_access;Column1;_1
46.9245231;7.10662;hotel;;Le Vieux Manoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8998902;7.0494333;hotel;;Lacotel;;;;;;;;;;;;Route de Salavaux;;;2;1580;;;Avenches;;Siffert Lacotel SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;wlan;;
46.9008863;7.0459078;caravan_site;;60;;;;;;;;;;;;JCC;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9217904;7.0898026;picnic_site;;Grengspitz;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8392208;7.1147237;information;guidepost;La Corbaz;yes;648;;Murten 03:50;Fribourg 01:20;;;Pensier 00:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8417903;7.1126646;information;guidepost;La Corbaz;yes;683;;Courtepin 01:00;La Corbaz;;;;Fribourg/Freiburg 01:15;;;;;Chandossel 02:00;;;;;;;;;;;;;;;;Murten / Morat 04:00;;;;;;;;;;;;;;;;;;;;;
46.9250232;7.1157361;guest_house;;Perron 13;;;;;;https://www.perron13.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;wired;;
46.9256444;7.1153684;information;guidepost;Murten / Station;yes;448;;;;;;;;;;;;;;;;;;;;Schlachtfeld 00:25;;;Laupen 03:00;;;;Faoug 01:00;;;;;;;;Salvenach 01:00;;;;;;;;;Clavaleyres 01:15;;;;;
46.7862672;7.1513693;information;guidepost;Marly Les Rittes;yes;623;Fribourg Gare Passerelle sous le pont 00:50;;Bourguillon 01:05;;;Marly Au Port 00:35;Fribourg Charmettes via Maigrauge 01:45;;;;Abbaye d'Hauterive 01:30;;;;;;;;;;;;;;;;;;Posieux 02:05;;;;;;;;;;;;;;;;;;;;
46.7872882;7.1539888;information;board;Tour des trois rivi?res;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tour des trois rivi?res;;Drei Fl?sserundweg;;;;;;;;;;;;;
46.7890012;7.1565728;information;board;Tour des trois rivi?res;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tour des trois rivi?res;;Drei Fl?sserundweg;;;;;;;;;;;;;
46.7923759;7.147662;information;board;Tour des trois rivi?res;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tour des trois rivi?res;;Drei Fl?sserundweg;;;;;;;;;;;;;
46.7924084;7.1482748;information;board;Tour des trois rivi?res;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tour des trois rivi?res;;Drei Fl?sserundweg;;;;;;;;;;;;;
46.7924615;7.1492104;information;guidepost;Fribourg Beau-Site;yes;646;Fribourg Charmettes 00:10;;;;;Villars-sur-Gl?ne Planafaye 00:15;;Fribourg Gare 00:30;;;Ste Apolline 00:45;;;;;;;Marly Les Rittes 00:35;;;;;;;;;;;La Roche 05:15;;;;;;;;;;;;;;;;;;;;
46.8799721;7.0402711;hotel;;Hotel de la Couronne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8802074;7.0401548;information;office;Avenches Tourisme;;;;;;;;;;;;Place de l'Eglise;;;3;1580;;;Avenches;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8820176;7.0451459;information;guidepost;Le Cigognier;yes;451;Payerne 04:45;;;;;Avenches gare 00:20;;Domdidier 02:35;;;;;;;;;;Donatyre 00:50;;;;;;;;;;;;;;;;;;;;;;;;Oleyres 01:50;;;;;;;
46.8820468;7.0456715;information;board;Le Cigognier;;;;;;;history;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.881785;7.0466184;information;board;Le Cigognier;;;;;;;history;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8805188;7.0486828;information;board;Th?atre;;;;;;;history;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8877224;7.0579755;attraction;;Porte de l'Est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8877867;7.0580907;information;guidepost;La Porte de l'Est;yes;490;;;;;;;;;;;;;;;;;;;;Le Cigognier 00:20;;;;;;Donatyre 00:25;Avenches gare 00:40;;;;;;Avenches 02:50;;;;;;;;;;Payerne 04:20;;;;;;
46.8994937;7.0909761;information;guidepost;Clavaleyer;yes;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8832544;7.0717852;information;guidepost;Villarepos;yes;494;Chandossel 00:20;;;;;La Porte de l'Est 00:20;;Morat 02:00;;;Le Cigognier 00:45;;;;;;;Fribourg 03:40;;;;;;;;;;;Avenches 01:10;;;;;;;;;;;;;;;;;;;;
46.8873163;7.0838554;information;guidepost;Chandossel;yes;457;;Clavaleyres 00:40;Courtepin 01:15;;;;Fribourg/Freiburg 03:20;;;;;Murten/Morat 02:00;;;;;;;;Villarepos 00:30;;;;;;;Avenches 01:30;;;;;;;;;;;;;;;;;;;;;;
46.9277043;7.1137576;museum;;Mus?e de Morat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.929347;7.1147223;attraction;;Double;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Double;;;;;;;;;;;;;;;
46.9860505;6.8379751;hotel;;L'AUBIER;;;;;;https://www.aubier.ch;;;;;;Les Murailles;;;5;2037;;;Montmollin;;;;;restaurant;;;;;;;;;;;;;;;7:30-23:00;;;;;;;;;;;;
46.9920925;6.8462174;viewpoint;;Hotel de la gare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9997206;6.8294412;information;guidepost;Les Pr?s Devant;;1015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8729483;7.2009683;information;guidepost;Schlattli;yes;557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8941732;7.2053443;information;guidepost;Kleinb?singen;;509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.890809;7.1813452;information;board;Vita Parcours;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8991729;7.1761759;information;guidepost;Bieberen?cher;yes;527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9051323;7.1730242;information;board;Waldreservat;;;;;;;nature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9110909;7.1674716;zoo;;Tierpark;;;;;;;;;;;;;;;;;;;;;Pflegeheim Jeuss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9066402;7.1716394;information;board;"Waldreservat ""Galm S?d""";;;;;;;nature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9071263;7.1723244;information;guidepost;Galmguet;;570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9017535;7.1742704;information;board;"Waldreservat ""Galm S?d""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8569078;7.2032025;information;guidepost;Sch?racher;;625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9001187;7.1495233;information;guidepost;Cressier Gare;yes;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9126101;7.1496435;information;guidepost;Salvenach;yes;558;;;;;;;;;;;;;;;;;;;;;;;Birchenwald 00:15;;;Gurmels 00:50;;;;;;;D?dingen 02:50;;Murten / Morat 01:00;;;;;;;;Fribourg / Freiburg 04:30;;;;;;
46.8742986;7.2575644;picnic_site;;Schweizer Familie;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8921501;7.2693071;information;guidepost;Noflenau;yes;506;Flamatt 01:00;;;;;;;Neuenegg 00:40;;;;;;;;;;;;;;;;;;W?nnewil 00:35;;;;Laupen 00:35;;;Albligen 02:00;;;;;;;Liebistorf 02:00;;;Schwarzenburg 03:30;;;;;;
46.8931718;7.2695989;information;guidepost;Riedliau;yes;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8593804;7.2147964;information;guidepost;Galmis;;623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8574151;7.2257273;information;guidepost;Bethlehem;;628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8750353;7.2295332;information;guidepost;Richterswil;yes;586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8628573;7.2525225;information;guidepost;Schmitten Station;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8631474;7.2536645;information;guidepost;Schmitten Station;;606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8699155;7.2815093;information;board;Sensler Bauernpfad;;;;;;;nature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8718547;7.280453;information;guidepost;W?nnewil SBB;yes;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8720186;7.281374;information;guidepost;W?nnewil SBB;yes;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8747134;7.2753671;information;guidepost;W?nnewil;yes;625;Uttewil 00:40;Noflenau 00:30;;;;Dietisberg 00:35;;B?singen 01:30;;;Ledeu 01:10;Laupen 01:10;;;;;;Schmitten 00:40;;;;;;;;;;Noflen 00:50;Heitenried 02:20;;;;;;;;;;;;;;;;;;;;
46.8647543;7.3117225;information;guidepost;Ueberstorf;yes;651;Obermettlen 00:40;;;;;;;Burlingen 01:15;;;;;;;;;;H?ngebr?ggli Sense 01:35;;Dietisberg 00:40;;;;;;;W?nnewil/Station 00:50;;;;;;;;;;;;;;;Schwarzwasserbr?cke 02:00;;Laupen/Station 02:10;;;;;
46.85181;7.3186567;information;guidepost;Albligen;yes;699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8665096;7.3222147;picnic_site;;Schweizer Familie;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8579623;7.3316702;information;guidepost;Sommerauh?chi;yes;802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8574719;7.3325771;viewpoint;;Summerauh?chi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8670468;7.337811;information;guidepost;Obermettlen;yes;738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8511207;7.3408234;picnic_site;;Flussbadestrand FKK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plage nudiste;;Flussbadestrand FKK;;;;;;;;;;;;;
46.8400907;7.2049446;information;guidepost;Zelgli;yes;639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8413785;7.2016231;picnic_site;;Bogensch?tzenverein;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8418427;7.2194627;information;guidepost;Lustorf;yes;672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8484195;7.2116082;information;guidepost;Heitiwil;;638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9628736;6.8735145;yes;;Robinson location de bateaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9632357;6.8733549;information;guidepost;Colombier Robinson;;431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8406685;7.2240638;information;guidepost;Ried;yes;667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8390672;7.2347801;information;guidepost;Vetterwil;yes;688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8410132;7.2762534;information;guidepost;Niedermuhren;yes;664;;Schmitten 01:10;Ledeu 00:40;;;St. Antoni 00:50;Ueberstorf 01:05;;;;Tafers 02:10;;;;Th?rishaus 02:50;;;;;;;;;;;;;;Freiburg 3:10;;;;;;;;;;;;Wiler vor Holz 00:25;;;;;;;;
46.9850351;6.880004;information;guidepost;Corcelles;yes;547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7511766;7.1426012;hostel;;Maison de vacances La Reine Berthe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7271517;7.1374487;information;guidepost;Treyvaux;yes;770;;;;;;;;;;;;;;;;;;;;Cr?te de la Combert 00:45;;;Sen?des 00:40;;;;La Roche 01:25;;;;;;;;Arconciel 01:15;;;;;;;;;;;;;;
46.9741599;6.8810033;information;guidepost;Auvernier;;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8937748;6.9124942;picnic_site;;picnic (grill - bancs);;;;;;;;;;;;;;;;;;;;;;;;bbq;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.830596;6.9481855;information;;Vy des Charrettes;;;;;;;;;;;;;;;;;;;;;;;;;;;Une des plus vieilles routes du Pays de Vaud avec son rev?tement d'origine;;;;;;;;;;;;;;;;;;;;;;;;
46.9083717;6.9289192;artwork;;Jeu d'eau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;statue;;;;;;;;;;;
46.7616314;6.4533328;information;guidepost;La Poyette;yes;1331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4886239;6.7271886;information;guidepost;Cully;;391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4945495;6.7277673;information;map;Appellation Villette;;;;;;;;;;;;;;;;;;;;;A la d?couverte des terrasses de Lavaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47.0011973;6.7371954;attraction;;Fromagerie les Martel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mo - Su 08:00-12:00; 17:00-19:00;;;;;;;;;;;
47.0194025;6.7427226;hostel;;Petit Sommartel;;;;;;;;;;;;;;;;2311;;;Petit Martel;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;CH;;;;
46.7899311;6.5215315;museum;;Mus?e du Vieux Baulmes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7901533;6.5242867;hotel;;H?tel du Jura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5047923;6.6256898;artwork;;Etoile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5052009;6.6245889;artwork;;Eole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5058579;6.6264547;information;map;Quai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5062886;6.6271657;information;citymap;Lausanne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.506856;6.6264158;information;citymap;Lausanne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5070975;6.6269699;hotel;;Aulac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.67018;7.1742243;information;guidepost;G?te d'Alli?res;;1485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.677691;7.1803148;information;guidepost;La Berra (chalet);;1630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7595726;7.1911566;information;guidepost;Br?delen; Nesslerabach;;666;;;;;;;;;;;;;;;;;;;;Villarsel-sur-Marly;;;;;;;Marly Carbaroche;;;rund um die ?rgera / autour de la G?rine;;;;;;;;;;Stersm?hle;;;;;;;;
46.7610398;7.1973484;information;guidepost;Stersm?hle;yes;677;;Giffers 00:20;;;;;;;;;;Grube 01:05;;;;;;;;Villarsel-sur-Marly 00:45;;;;;;;Marly 01:20;Plasselb 02:05;;;;;;;;;;;;;;;;;;;;;
46.6143451;7.1650189;picnic_site;;Place du Perrex;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6189785;7.1647132;information;guidepost;Charmey;;887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6184333;7.1675008;museum;;Mus?e de Charmey;;;;;;;;;;;;Les Charri?res;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.621273;7.1631272;hotel;;Hotel Cailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;limited;;;;;;;;;;;;;;;;;;
46.7837067;6.5503536;alpine_hut;;Refuge de Champvent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;no;;
46.8069532;6.5485953;alpine_hut;;thibaud??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8342451;6.5629789;viewpoint;;Observatoire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8606635;6.5620262;information;guidepost;Les Illars;;1427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8667238;6.5664759;information;guidepost;Les Preisettes-Dessus;;1380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8661952;6.5699976;information;guidepost;Les Cernets Dessus;;1406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8797965;6.5603192;information;guidepost;Plan des Auges;yes;1040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5078055;6.624911;information;citymap;Lausanne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7671748;7.3286089;hotel;;Sternen;;;;;;;;;;;;;;;;3158;;;Guggisberg;;Gabriela und Fritz Pfeuti-Renggli;;;;;;;;;;;;;;;;;;;;;;;;;;CH;;wlan;;
46.7670877;7.3290503;information;office;Tourismusb?ro Guggisberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7671759;7.3292072;information;guidepost;Guggisberg;yes;1115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7667204;7.3312068;viewpoint;;TCS Panorama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7699008;7.3337358;information;guidepost;Guggershorn;yes;1283;Walenhus 00:20;;;;;Guggisberg 00:20;;Schiltberg 01:00;;;;;;;;;;Schwarzenburg 01:40;;;;;;;;;;;;;;;;;;;;;;;;Neuenmatt 00:45;;;;;;;
46.7735425;7.3371084;information;guidepost;Wahlehus;yes;1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7750188;7.3385635;information;guidepost;Wahlenhus;yes;1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7881007;7.3335019;information;guidepost;Pfad;yes;915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7952361;7.3330316;information;guidepost;Schiltberg/K?serei;yes;829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7702618;7.3449601;information;guidepost;Schwendelberg;yes;1296;Neuenmatt 00:25;;;;;Guggershorn 00:20;;R?eschegg Graben 01:40;;;Guggisberg Post 00:40;;;;;;;Riggisberg 03:30;;;;;;;;;;;;;;;;;;;;;;;;Riffenmatt Post;;;;;;;
46.8049969;7.3415967;information;guidepost;Sch?nenbode;yes;813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7844733;7.2960377;guest_house;;B&B Ulrich-Wenger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7849772;7.2963751;information;guidepost;Ober Maggenberg;yes;899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7821376;7.4150469;information;guidepost;L?ngeneiwald;yes;865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7926672;7.4280217;information;guidepost;Feli;;966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8033865;7.422889;information;guidepost;Vorderi Allmid;yes;820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6058367;7.1093396;information;guidepost;Broc-Fabrique Gare;yes;686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6031076;7.0943196;information;guidepost;Broc Ch?teau;yes;692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4395938;6.8929889;hotel;;L'Ermitage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4674251;6.8943601;hotel;;Hotel Bahyse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7054221;7.2246239;alpine_hut;;Feyersaga;;1035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7111636;7.2356721;information;guidepost;Hitusvorsass;yes;970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7185658;7.224693;information;guidepost;Muschenegg;yes;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7815427;7.2309535;information;guidepost;Etiwil;yes;764;Baletswil 00:20;St. Ursen 00:30;;;;;;Rechthalten 00:45;;;;Freiburg 02:25;;;;;;Plaffeien 02:25;;;;;;;;;;;;;;;;;;;;;;;;Schwarzsee 04:55;;;;;;;
46.7110976;7.2085239;alpine_hut;;Crau;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7112388;7.2071983;information;guidepost;Crau;yes;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7138061;7.2127869;information;guidepost;Obere Gigera;yes;1270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7118185;7.216052;information;guidepost;Obere Gigera;yes;1211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4713938;6.8520262;hotel;;Abaca;;;;;;http://www.abaca.ch/;;;;;;Avenue de Gilamont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;
46.5831274;7.0803378;information;;Office du tourisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5832781;7.081082;hotel;;Hotel de la Fleur de Lys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5834414;7.0814505;hotel;;Hotel Saint-Georges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5835977;7.0816817;hotel;;Auberge de la Halle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5835636;7.082396;information;guidepost;Gruy?res;;830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5841713;7.0824284;museum;;HR Giger;;;;;;http://www.hrgigermuseum.com;;;;;;Rue du Ch?teau;;;2;1663;;;;;;;;;;;;;;;;;;Q26208486;;;;;Mo-Fr 10:00-18:00, Sa-Su 10:00-18:30;;;;;;;;;;;;
46.5845354;7.083694;information;map;Panorama - Gruy?res;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4526847;6.8547265;museum;;Mus?e suisse du jeu;;;;;;http://www.museedujeu.ch/;;;;;;Au Ch?teau;;;;1814;;;La Tour-de-Peilz;;Fondation du Mus?e Suisse du Jeu;;;;;;;;;;;;;;;;;schweizer spielmuseum;Tu-Su 11:00-17:30;;;;;;;;;;;;
46.5358294;7.1620557;chalet;;Les Marindes - SAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4696105;6.8087133;camp_site;;de La Pichette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4680618;6.8226093;picnic_site;;La Grotte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4663127;7.0811439;artwork;;Chapelle Balthus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4672769;7.0815221;hotel;;H?tel de Ville;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.466974;7.0823483;guest_house;;Chalet de la Place;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4687504;7.084498;hotel;;H?tel Elite;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4592372;6.842977;guest_house;;Le Charlot;;;;;;http://www.lecharlot.com;;;;;;Place du march?;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
